Determinante,Subdeterminante,Nome do indicador,Fonte,Unidade de medida,Período,Mafra,Bela Vista do Toldo,Canoinhas,Irineópolis,Itaiópolis,Major Vieira,Monte Castelo,Papanduva,Porto União, Três Barras,São Paulo,Rio de Janeiro,Brasília,Salvador,Fortaleza,Belo Horizonte,Manaus,Curitiba,Recife,Goiânia,Belém,Porto Alegre,Guarulhos,Campinas,São Luís,São Gonçalo,Maceió,Duque de Caxias,Campo Grande,Natal,Teresina,São Bernardo do Campo,João Pessoa,Nova Iguaçu,São José dos Campos,Santo André,Ribeirão Preto,Jaboatão dos Guararapes,Uberlândia,Osasco,Sorocaba,Contagem,Aracaju,Feira de Santana,Cuiabá,Joinville,Aparecida de Goiânia,Londrina,Juiz de Fora,Porto Velho,Ananindeua,Serra,Caxias do Sul,Macapá,Niterói,Florianópolis,Belford Roxo,Campos dos Goytacazes,Vila Velha,Mauá,São João de Meriti,São José do Rio Preto,Mogi das Cruzes,Betim,Boa Vista,Maringá,Santos,Diadema,Jundiaí,Rio Branco,Montes Claros,Campina Grande,Piracicaba,Carapicuíba,Anápolis,Olinda,Cariacica,Bauru,Itaquaquecetuba,São Vicente,Vitória,Caruaru,Caucaia,Blumenau,Petrolina,Ponta Grossa,Franca,Canoas,Pelotas,Vitória da Conquista,Ribeirão das Neves,Uberaba,Paulista,Praia Grande,Cascavel,São José dos Pinhais,Guarujá,Taubaté,Palmas,Limeira,Camaçari,Santarém,Petrópolis,Mossoró,Suzano,Taboão da Serra,Várzea Grande,Sumaré,Marabá,Gravataí,Santa Maria
Inovação,Inputs,Infraestrutura Tecnológica,MCTIC e sites de internet,Binária ,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Inovação,Inputs,Proporção de Funcionários em C&T,RAIS (ME),% de funcionários,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0732,0.0699,0.0475,0.0479,0.0552,0.0733,0.13119999999999998,0.0753,0.0518,0.0455,0.0373,0.06570000000000001,0.08929999999999999,0.1072,0.0535,0.0537,0.041100000000000005,0.053899999999999997,0.044199999999999996,0.043899999999999995,0.0425,0.1434,0.0452,0.0342,0.1411,0.0766,0.064,0.0596,0.0698,0.0794,0.1283,0.0897,0.044500000000000005,0.0616,0.0466,0.15410000000000001,0.076,0.0662,0.0679,0.27140000000000003,0.0447,0.1043,0.1838,0.0262,0.0559,0.058499999999999996,0.0255,0.0382,0.044800000000000006,0.1176,0.0241,0.0764,0.0848,0.1673,0.024399999999999998,0.0726,0.0659,0.16079999999999997,0.10769999999999999,0.0296,0.0478,0.057699999999999994,0.1523,0.0545,0.07780000000000001,0.04190000000000001,0.051399999999999994,0.0967,0.1134,0.03,0.0664,0.0344,0.0741,0.109,0.030699999999999998,0.0924,0.049100000000000005,0.0964,0.0538,0.0349,0.0388,0.0536,0.038900000000000004,0.0373,0.0675,0.1456,0.0395,0.13,0.0364,0.1508,0.18309999999999998,0.030600000000000002,0.056299999999999996,0.0533,0.09369999999999999,0.0694,0.0432,0.11630000000000001,0.0799,0.1597,0.049800000000000004
Inovação,Inputs,Índice de Inputs,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9865,7.4564,6.6631,6.2004,6.5214,7.3262,6.2839,7.567,7.1767,5.8911,6.6906,7.401,6.3509,8.0541,5.8621,4.7814,5.2957,5.3845,5.3099,5.8957,5.2247,6.4281,5.6081,4.8495,8.0167,6.6683,6.7159,4.8534,6.7929,6.7615,7.5694,5.3459,4.826,5.2856,6.0988,7.826,5.5213,6.5375,6.2187,6.7955,4.8521,5.8751,6.5454,4.4775,6.1219,8.5236,4.5826,5.3374,5.4286,5.633,4.6557,6.9633,5.7916,5.7624,4.7657,6.7106,5.1686,6.4866,6.0771,4.6609,5.0084,7.4519,7.3808,5.1004,5.4537,4.9523,4.9936,7.0342,5.5305,4.6425,7.1157,5.0807,4.9757,7.1373,4.6913,5.6967,6.02,6.3891,6.162,4.8235,4.6312,6.2474,4.7973,4.5119,6.414,7.4896,7.5623,6.1122,5.3927,6.1164,6.1833,4.6523,5.1809,5.7635,5.2279,5.6805,5.6053,5.8475,4.9244,5.758,7.799
Cultura,Instituições,Pesquisas por Sebrae,Google Trends,Pontos ponderados por período e local,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.76,22.62,76.0,55.68,43.89,33.5,62.0,36.98,28.08,40.87,72.0,38.4,0.0,30.78,59.4,19.5,54.0,22.23,48.8,69.0,55.04,31.92,52.8,22.23,32.49,34.2,31.35,23.92,20.5,33.06,33.06,26.5,58.0,45.82,52.92,37.13,34.77,30.53,27.0,58.08,72.0,34.16,48.0,100.0,23.4,47.0,20.67,0.0,35.84,35.91,22.62,0.0,41.04,20.0,93.0,33.11,33.63,36.48,37.05,77.0,33.0,45.65,34.2,0.0,34.16,23.92,0.0,39.33,33.06,29.64,0.0,21.84,33.63,39.01,29.64,23.65,40.47,29.76,31.68,41.76,21.5,23.5,25.48,27.93,26.23,32.68,0.0,33.06,73.0,0.0,41.18,61.92,25.74,48.99,39.33,35.34,44.1,0.0,50.4,33.12,35.04
Cultura,Instituições,Pesquisas por Franquia,Google Trends,Pontos ponderados por período e local,2022.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,66.75,70.31,83.0,39.68,37.24,50.4,49.0,56.8,45.1,52.26,37.74,46.72,0.0,69.42,35.84,41.87,49.0,46.61,37.96,42.77,48.95,63.19,36.21,53.72,63.19,72.98,57.85,35.2,49.7,64.97,56.96,43.4,54.0,35.84,48.0,48.36,34.32,50.4,49.7,55.3,37.0,50.4,40.15,64.0,65.57,52.26,50.56,0.0,62.64,56.07,47.4,0.0,69.42,43.4,74.0,57.6,72.09,80.99,80.1,75.0,49.7,29.07,60.52,0.0,38.22,37.95,0.0,58.74,0.0,0.0,0.0,44.0,24.99,41.34,48.95,48.0,56.07,43.07,40.15,39.04,32.9,54.6,37.4,74.76,56.0,43.2,65.86,72.09,57.75,56.96,49.92,51.06,56.09,39.95,58.74,60.52,35.0,64.08,49.58,40.88,43.8
Cultura,Instituições,Pesquisas por SIMPLES Nacional,Google Trends,Pontos ponderados por período e local,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,53.46,30.68,77.0,28.08,51.0,33.6,60.0,53.72,35.51,56.7,35.2,46.61,0.0,46.98,49.28,22.42,53.68,25.96,42.09,44.2,30.78,44.55,48.1,22.42,44.55,49.41,53.46,22.11,31.2,0.0,46.98,35.2,45.56,36.72,61.0,40.28,36.0,40.29,24.0,47.52,36.8,53.07,42.66,55.0,33.04,34.2,19.47,0.0,66.12,0.0,27.73,0.0,0.0,24.8,66.0,49.77,0.0,45.36,46.17,59.0,28.8,45.14,43.74,0.0,37.8,27.47,0.0,0.0,0.0,0.0,0.0,33.5,23.12,43.32,35.51,43.45,65.61,38.71,35.55,28.8,0.0,29.6,24.12,0.0,45.03,41.87,0.0,0.0,59.22,0.0,28.8,48.0,37.17,45.5,0.0,0.0,62.0,0.0,51.2,38.71,38.71
Cultura,Instituições,Pesquisas por Senac,Google Trends,Pontos ponderados por período e local,2022.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,34.04,37.23,20.47,23.78,11.2,20.21,9.3,27.75,25.2,34.0,30.34,0.0,5.2,34.58,29.9,46.0,36.8,25.56,41.0,47.0,7.15,18.81,38.18,5.85,6.5,5.85,21.09,8.12,6.5,6.5,14.56,41.16,11.5,18.92,9.3,25.56,8.99,9.52,26.4,32.3,26.4,15.99,65.0,26.68,15.5,31.28,0.0,31.2,5.2,32.66,0.0,0.0,9.52,100.0,7.75,5.2,7.15,5.2,74.0,12.04,14.25,7.15,0.0,17.64,29.6,0.0,7.15,5.2,3.9,0.0,23.31,21.17,16.74,21.83,7.44,4.55,25.83,27.88,14.49,11.48,12.32,36.26,0.0,8.06,9.3,3.25,7.8,51.0,7.8,17.94,31.62,28.06,20.5,3.9,9.75,15.62,3.9,17.0,32.8,18.45
Cultura,Instituições,Índice Instituições,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4595,6.4223,8.3674,6.1356,6.3284,5.8532,6.919,6.3134,6.0253,6.6618,6.7616,6.4603,3.6302,6.2401,6.7531,5.6528,7.1897,5.9763,6.3155,7.083,6.8554,6.1489,6.3168,6.0714,6.1329,6.426,6.1638,5.4316,5.5199,5.4654,6.0851,5.703,7.1188,5.8629,6.7376,5.9497,5.914,5.8673,5.5416,6.8834,6.7409,6.4798,6.1608,8.6333,6.245,6.2103,5.8052,3.6302,7.03,5.3315,5.9438,3.6302,5.5513,5.3245,9.5594,6.1671,5.5749,6.5531,6.5218,8.678,5.7712,5.9314,6.1276,3.6302,5.8451,5.7349,3.6302,5.4753,4.2956,4.2117,3.6302,5.7795,5.435,6.0542,6.0027,5.7285,6.4587,6.032,6.0026,5.781,4.8022,5.7143,5.829,5.4222,5.9512,5.8088,4.8542,5.6165,7.8556,4.7873,6.0308,6.9849,6.212,6.3091,5.4111,5.49,6.3095,4.8357,6.5259,6.1882,5.989
Inovação,Outputs,Patentes,INPI,Patentes/mil empresas,2018 + 2019,0.77,0.0,0.7,0.0,0.0,0.0,0.0,1.35,1.15,0.0,7.74,7.76,4.81,5.22,5.33,9.79,3.56,12.06,7.94,4.63,6.69,8.12,4.8,15.26,8.14,1.73,8.56,6.1,6.38,6.09,3.51,6.27,17.87,1.42,10.96,6.67,5.24,2.27,6.09,6.83,6.6,5.91,6.57,1.38,2.73,12.9,1.29,7.69,3.96,10.0,1.8,4.85,18.11,5.92,6.44,10.94,1.11,6.27,4.47,4.11,2.97,3.38,3.04,7.1,1.87,8.68,2.36,6.6,6.89,2.36,1.73,30.06,4.8,11.16,4.17,3.11,2.53,5.86,6.52,3.22,10.72,0.46,2.79,8.49,3.87,4.63,4.32,6.6,12.44,1.36,1.56,6.64,3.14,0.38,8.46,6.77,0.43,4.07,5.45,5.8,7.01,1.46,1.86,3.04,3.66,6.42,1.28,2.17,3.69,2.57,10.05
Inovação,Outputs,Tamanho da Indústria Inovadora,RAIS (ME),% empresas,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.0042,0.0025,0.0017000000000000001,0.0046,0.006,0.011399999999999999,0.0091,0.0053,0.0079,0.0023,0.0075,0.030299999999999997,0.0096,0.0023,0.0059,0.0034000000000000002,0.0187,0.0043,0.002,0.0037,0.0233,0.002,0.0074,0.011000000000000001,0.0176,0.0137,0.0127,0.0085,0.0125,0.02,0.0264,0.0024,0.0088,0.004,0.0191,0.0246,0.013500000000000002,0.005,0.0031,0.009300000000000001,0.0111,0.0554,0.0014000000000000002,0.002,0.0023,0.0067,0.0034999999999999996,0.0055000000000000005,0.0444,0.0102,0.0163,0.0139,0.027200000000000002,0.0014000000000000002,0.0146,0.0009,0.077,0.015600000000000001,0.0062,0.0036,0.0096,0.0327,0.0194,0.013600000000000001,0.0051,0.0101,0.0127,0.0464,0.0023,0.0014000000000000002,0.0058,0.0168,0.0197,0.0026,0.0095,0.0127,0.0225,0.0068000000000000005,0.0051,0.0104,0.011000000000000001,0.0103,0.0017000000000000001,0.0159,0.0308,0.0017000000000000001,0.0137,0.0025,0.0403,0.025099999999999997,0.0053,0.0034999999999999996,0.0083,0.0197,0.0358,0.013300000000000001,0.0296,0.0034000000000000002,0.0271,0.006999999999999999
Inovação,Outputs,Tamanho da Economia Criativa,RAIS (ME),% empresas,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0208,0.0222,0.0152,0.0169,0.0154,0.0166,0.0149,0.0171,0.015700000000000002,0.0154,0.014199999999999999,0.0173,0.0096,0.0169,0.0147,0.0104,0.0146,0.0103,0.0176,0.015300000000000001,0.0123,0.0126,0.0144,0.0129,0.016399999999999998,0.0129,0.0181,0.0073,0.0158,0.0116,0.0144,0.0074,0.02,0.0123,0.0169,0.0139,0.009899999999999999,0.0151,0.0149,0.012,0.0066,0.0085,0.0124,0.0139,0.015600000000000001,0.0182,0.01,0.0139,0.011699999999999999,0.01,0.0106,0.0242,0.015,0.011899999999999999,0.014499999999999999,0.0152,0.0126,0.0072,0.0138,0.0118,0.012,0.015600000000000001,0.0108,0.0101,0.0102,0.0144,0.0076,0.0139,0.004699999999999999,0.0087,0.020099999999999996,0.0132,0.0088,0.0195,0.0102,0.0128,0.016,0.011200000000000002,0.013500000000000002,0.0116,0.005699999999999999,0.0127,0.0058,0.0042,0.0165,0.009000000000000001,0.0066,0.013300000000000001,0.0159,0.0541,0.0096,0.0076,0.0144,0.0123,0.011000000000000001,0.0095,0.0095,0.008100000000000001,0.0077,0.0106,0.0169
Inovação,Outputs,Tamanho das Empresas TIC,RAIS (ME),% empresas,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0184,0.0175,0.014499999999999999,0.0173,0.0215,0.0207,0.021099999999999997,0.0219,0.015700000000000002,0.0139,0.0236,0.0089,0.0207,0.0121,0.0092,0.0144,0.0102,0.0149,0.0173,0.0137,0.0187,0.014499999999999999,0.009899999999999999,0.0197,0.0155,0.0165,0.0087,0.0168,0.0148,0.013000000000000001,0.009000000000000001,0.015,0.013500000000000002,0.0183,0.0218,0.0126,0.017,0.0148,0.009899999999999999,0.0132,0.0128,0.0189,0.0109,0.0155,0.029500000000000002,0.0089,0.010700000000000001,0.0161,0.0092,0.0059,0.0176,0.011000000000000001,0.0062,0.0115,0.0209,0.0111,0.0105,0.02,0.0077,0.0141,0.0118,0.009899999999999999,0.0083,0.0102,0.019,0.0097,0.018000000000000002,0.004699999999999999,0.008100000000000001,0.023799999999999998,0.0105,0.0108,0.0292,0.0104,0.0118,0.0104,0.015700000000000002,0.0161,0.010700000000000001,0.0067,0.0083,0.011200000000000002,0.0062,0.0134,0.0105,0.006,0.01,0.015,0.0116,0.0088,0.0079,0.013500000000000002,0.0105,0.0087,0.0118,0.008,0.0068000000000000005,0.011399999999999999,0.0111,0.0155
Inovação,Outputs,Índice de Outputs,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5726,6.9329,6.0179,5.9102,6.1296,7.0227,6.4165,7.3425,6.7965,6.0474,5.8265,7.1335,5.8163,7.6132,5.8583,4.8201,6.1062,5.7163,6.1861,6.1081,5.4205,6.732,6.9348,5.0839,7.1334,6.3487,6.5468,4.8331,6.3161,6.0529,6.3349,5.6402,6.3326,5.3655,6.0552,7.5702,5.6136,6.5968,5.7819,5.6876,4.9846,5.4336,8.8931,5.4639,6.026,7.7731,4.7303,5.5534,5.7149,6.2657,4.8271,6.9872,5.6826,5.8902,5.1718,7.0424,5.0322,7.4445,6.7373,4.8759,5.2597,8.2157,6.061,6.0539,5.3714,5.9997,4.8676,6.3896,5.8082,4.6295,7.3988,5.0014,5.2817,8.1658,4.9993,5.5932,5.793,6.3974,6.6418,4.9723,4.4121,5.5412,4.9272,3.8699,6.5629,6.1014,4.0354,5.5657,5.9248,9.669,5.852,4.4711,5.3902,5.2692,5.4556,6.3724,4.8539,5.2688,4.9044,5.7507,6.6176
Ambiente Regulatório,Tempo de Processos,Taxa de Congestionamento em Tribunais,CNJ,% de processos,2021.0,86.8,0.0,86.98,0.0,84.55,0.0,0.0,92.71,87.92,0.0,0.9621,0.9641,0.9632999999999999,0.9642000000000001,0.9591,0.9403,0.9681000000000001,0.9661,0.9676,0.8456999999999999,0.9804999999999999,0.9599,0.9841,0.9863,0.9534999999999999,0.9819,0.9689,0.9419,0.9679000000000001,0.9556999999999999,0.9704,0.9811,0.9370999999999999,0.9825,0.9728,0.977,0.9781,0.9279999999999999,0.9537,0.9867,0.9882,0.9549,0.948,0.9656999999999999,0.9434999999999999,0.9595999999999999,0.8981999999999999,0.9759,0.9597,0.9423999999999999,0.9704,0.9656999999999999,0.963,0.9479000000000001,0.9747,0.9420000000000001,0.9861,0.9589,0.9662999999999999,0.9869,0.9873999999999999,0.9826999999999999,0.9848,0.9514,0.9334,0.9765999999999999,0.9838,0.9886,0.9756,0.96,0.9511,0.9344,0.9923000000000001,0.9848,0.8614,0.9564,0.9748,0.9790000000000001,0.9953,0.9952,0.9578,0.9643,0.9741,0.9699,0.9670000000000001,0.9777,0.9843000000000001,0.9748,0.9692000000000001,0.9768000000000001,0.9598,0.9386,0.9185,0.9904000000000001,0.9723,0.9758,0.9948999999999999,0.985,0.9525,0.9806,0.9908,0.9605,0.9776,0.9640000000000001,0.9894,0.9882,0.9523999999999999,0.9898,0.9776,0.9754,0.9647
Ambiente Regulatório,Tempo de Processos,Tempo de Viabilidade de Localização,REDESIM,Horas médias,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,12.32,71.68,11.49,3.35,6.21,2.96,11.96,9.61,48.26,20.19,30.76,50.83,23.62,34.28,0.78,21.42,5.64,8.55,74.3,15.26,13.68,21.91,2.32,5.01,18.36,31.94,5.14,20.89,45.42,22.01,18.6,39.94,9.01,70.87,22.41,21.6,41.15,10.87,37.41,7.52,25.53,19.89,16.26,15.13,31.79,11.17,6.43,11.13,22.85,0.0,25.97,12.46,13.55,0.0,6.67,44.95,0.0,10.49,28.21,16.26,13.01,21.06,0.0,33.2,11.48,6.97,32.12,8.21,3.32,36.3,43.51,46.31,27.75,20.16,24.56,16.05,23.28,52.64,32.46,47.83,43.22,15.76,2.78,20.49,20.8,8.36,20.4,4.74,112.5,18.46,10.36,18.17,13.29,26.0,13.81,70.2,23.0,6.23,20.72
Ambiente Regulatório,Tempo de Processos,"Tempo de Registro, Cadastro e Viabilidade de Nome",REDESIM,Horas médias,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.68,34.74,25.75,53.97,49.73,41.92,26.24,17.68,45.13,13.93,28.99,43.17,37.68,37.68,26.27,34.74,35.16,34.74,27.43,28.99,24.46,37.68,62.27,34.74,37.68,37.68,37.68,45.13,41.92,37.68,37.68,41.92,9.95,53.97,25.37,11.32,13.93,17.68,41.92,30.15,28.99,19.2,43.17,30.73,34.74,11.32,34.74,34.74,19.2,37.68,34.74,37.68,37.68,41.92,21.81,17.68,37.68,37.68,37.68,49.32,41.92,62.27,37.68,37.68,13.93,45.13,19.2,37.68,37.68,37.68,19.2,45.13,49.73,11.32,45.13,17.68,37.68,43.17,43.17,53.97,41.92,41.92,45.13,37.68,17.68,17.68,37.68,37.68,36.84,37.68,53.97,28.99,34.74,28.99,37.68,37.68,25.37,37.68,28.99,43.17,43.17
Ambiente Regulatório,Tempo de Processos,Índice de Tempo de Processos,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8667,11.056,6.1355,5.4897,5.6457,6.1611,6.0175,6.6291,5.5337,9.9017,5.655,5.7218,5.3375,5.2943,6.3151,5.4504,5.7207,6.2755,5.9707,6.1594,6.054,5.3979,5.9865,5.4386,5.5703,5.4817,5.4564,6.3738,5.8761,5.2867,5.2568,5.8472,8.3564,5.4599,6.569,7.7392,8.5849,6.4266,5.7466,6.3998,5.8562,6.4968,5.6576,6.2626,5.5944,8.1101,5.3684,5.9172,6.4841,5.2846,5.3425,5.3647,5.3251,5.9223,6.9852,6.4126,5.3464,5.2501,5.5068,5.632,5.9271,6.0442,5.178,5.3249,9.4894,5.7648,6.3115,5.44,5.1207,5.1232,6.6624,5.6016,5.338,7.5288,5.5462,6.3909,5.3335,5.4196,5.5321,5.2358,5.7457,6.1947,6.5861,5.2146,6.5034,6.4297,5.1277,5.3219,5.9994,5.4093,4.9598,6.0589,5.5371,5.9867,5.2358,5.2587,6.38,5.2264,5.7125,5.409,5.6246
Infraestrutura,Transporte Interurbano,Número de Decolagens por Ano,ANAC,Decolagens por ano,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36387.0,42453.0,38790.0,20480.0,13382.0,30048.0,10526.0,13739.0,30800.0,7909.0,11119.0,18869.0,83133.0,49496.0,4045.0,42453.0,6969.0,42453.0,3959.0,4193.0,3036.0,36387.0,4193.0,42453.0,11.0,36387.0,3320.0,30800.0,3771.0,36387.0,49496.0,30048.0,3461.0,20480.0,8574.0,1092.0,7909.0,2500.0,42453.0,2385.0,11119.0,9029.0,426.0,1724.0,42453.0,8633.0,42453.0,261.0,9029.0,36387.0,42453.0,2559.0,83133.0,30048.0,1259.0,2267.0,36387.0,36387.0,367.0,1319.0,1153.0,873.0,49496.0,36387.0,7909.0,30800.0,9029.0,593.0,83133.0,18.0,9029.0,408.0,13382.0,5505.0,1464.0,8.0,3320.0,18869.0,255.0,1491.0,30048.0,430.0,30800.0,18.0,959.0,13739.0,36387.0,11.0,1811.0,49496.0,20480.0,2031.0,42453.0,283.0,83133.0,36387.0,8574.0,49496.0,1048.0,18869.0,266.0
Infraestrutura,Transporte Interurbano,Conectividade Via Rodovias,Google Maps ,Rodovias,2022.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,16.0,4.0,13.0,5.0,9.0,8.0,4.0,9.0,9.0,11.0,2.0,5.0,6.0,10.0,4.0,5.0,4.0,9.0,6.0,4.0,6.0,8.0,3.0,7.0,7.0,3.0,7.0,9.0,5.0,3.0,7.0,3.0,3.0,5.0,5.0,3.0,3.0,6.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,7.0,5.0,9.0,6.0,1.0,4.0,5.0,3.0,5.0,3.0,5.0,3.0,2.0,6.0,4.0,4.0,4.0,7.0,2.0,6.0,3.0,1.0,4.0,5.0,2.0,2.0,5.0,4.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,3.0,6.0,2.0,5.0,3.0,2.0,4.0,4.0,8.0,3.0,2.0,4.0,5.0,4.0,1.0,4.0,2.0,2.0,4.0,5.0
Infraestrutura,Transporte Interurbano,Distância ao Porto mais Próximo,MINFRA,Km,2022.0,186.0,269.0,290.0,246.0,210.0,263.0,247.0,220.0,309.0,240.0,50.0,24.0,880.0,5.0,10.0,337.0,60.0,60.0,7.0,871.0,23.0,6.0,64.0,142.0,12.0,14.0,12.0,34.0,759.0,7.0,332.0,31.0,22.0,42.0,104.0,30.0,344.0,18.0,588.0,70.0,130.0,340.0,216.0,91.0,1142.0,31.0,853.0,325.0,131.0,54.0,18.0,18.0,100.0,87.0,7.0,70.0,30.0,150.0,20.0,36.0,24.0,472.0,45.0,334.0,698.0,402.0,10.0,44.0,106.0,504.0,539.0,128.0,205.0,72.0,889.0,7.0,18.0,347.0,56.0,20.0,118.0,120.0,38.0,46.0,480.0,144.0,395.0,17.0,19.0,205.0,351.0,517.0,14.0,24.0,474.0,47.0,6.0,119.0,944.0,187.0,38.0,80.0,54.0,33.0,39.0,63.0,1122.0,159.0,476.0,32.0,184.0
Infraestrutura,Transporte Interurbano,Índice de Transporte Urbano,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6528,6.5881,7.8509,8.2534,7.6379,5.8648,5.4715,6.59,8.6176,6.6625,5.4112,7.7903,7.6918,7.5711,6.1547,7.1732,6.2279,7.4708,5.5276,6.9132,5.526,7.1473,5.4704,6.9845,5.7416,6.1229,5.7394,7.5105,5.3202,5.8813,6.9565,4.8264,4.9343,5.8564,5.43,5.2254,5.0019,5.5134,5.9489,5.0835,5.5643,5.9272,4.9264,4.9779,8.079,6.0168,6.69,6.1257,6.272,5.6372,6.5881,5.2951,7.1527,5.2423,4.8386,5.2925,6.9684,5.7808,5.5406,5.0547,5.049,5.1175,6.9208,5.6687,5.6241,7.3719,5.3044,5.0479,7.5125,5.2159,4.9149,5.3201,5.6654,4.9949,5.0596,5.2924,5.3194,6.4227,5.4628,5.0958,4.6177,4.8242,7.0889,5.1102,5.2549,5.4028,7.6062,5.1034,5.0553,7.1343,5.6356,4.7907,6.2946,5.5955,7.4036,5.4863,5.2226,5.9006,4.6342,5.8654,5.2797
Ambiente Regulatório,Tributação,Qualidade de Gestão Fiscal,FIRJAN,Índice,2021.0,0.88,0.56,0.6,76.0,0.85,0.76,7.0,0.92,0.88,0.94,0.82,0.3,0.0,0.94,0.81,0.76,0.91,0.82,0.72,0.83,0.0,0.74,0.59,0.7,0.79,0.65,0.65,0.52,0.58,0.53,0.63,0.88,0.75,0.79,0.79,0.75,0.76,0.66,0.81,0.75,0.7,0.87,0.79,0.82,0.52,0.67,0.87,0.76,0.78,0.54,0.87,0.92,0.87,0.39,0.94,0.73,0.67,0.25,0.89,0.65,0.0,0.93,0.76,0.86,0.87,0.84,0.75,0.63,0.74,0.83,0.82,0.57,0.66,0.0,0.72,0.59,0.94,0.8,0.53,0.44,0.88,0.71,0.88,0.8,0.75,0.62,0.73,0.59,0.69,0.77,0.78,0.81,0.75,0.93,0.75,0.7,0.76,0.63,0.74,0.75,0.98,0.59,0.67,0.71,0.79,0.66,0.95,0.61,0.84,0.85,0.78
Ambiente Regulatório,Tributação,Alíquota Interna do ICMS,SICONFI e IBGE,% do PIB estadual,inf,10.14,10.14,10.14,1014.0,10.14,10.14,1014.0,10.14,10.14,10.14,0.0802,0.068,0.0443,0.10640000000000001,0.0993,0.1042,0.1207,0.0843,0.1069,0.1148,0.095,0.0986,0.0802,0.0802,0.10210000000000001,0.068,0.09880000000000001,0.068,0.11900000000000001,0.09570000000000001,0.10800000000000001,0.0802,0.1103,0.068,0.0802,0.0802,0.0802,0.1069,0.1042,0.0802,0.0802,0.1042,0.095,0.10640000000000001,0.1959,0.08990000000000001,0.1148,0.0843,0.1042,0.1394,0.095,0.1121,0.0986,0.0732,0.068,0.08990000000000001,0.068,0.068,0.1121,0.0802,0.068,0.0802,0.0802,0.1042,0.10980000000000001,0.0843,0.0802,0.0802,0.0802,0.10869999999999999,0.1042,0.1103,0.0802,0.0802,0.1148,0.1069,0.1121,0.0802,0.0802,0.0802,0.1121,0.1069,0.0993,0.08990000000000001,0.1069,0.0843,0.0802,0.0986,0.0986,0.10640000000000001,0.1042,0.1042,0.1069,0.0802,0.0843,0.0843,0.0802,0.0802,0.1568,0.0802,0.10640000000000001,0.095,0.068,0.09570000000000001,0.0802,0.0802,0.1959,0.0802,0.095,0.0986,0.0986
